,,,,,#FormatVersion 1,,,,,,
Reagan,11/8/2022,General Election,,,1 - ISD1,0,Commissioner of the General Land Office,Dawn Buckingham,REP,14,21
Reagan,11/8/2022,General Election,,,1 - ISD1,0,Commissioner of the General Land Office,Jay Kleberg,DEM,9,4
Reagan,11/8/2022,General Election,,,1 - ISD1,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0
Reagan,11/8/2022,General Election,,,1 - ISD1,0,Commissioner of the General Land Office,Rejected write-ins,,0,0
Reagan,11/8/2022,General Election,,,1 - ISD1,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0
Reagan,11/8/2022,General Election,,,1 - ISD1,0,Commissioner of Agriculture,Sid Miller,REP,15,21
Reagan,11/8/2022,General Election,,,1 - ISD1,0,Commissioner of Agriculture,Susan Hays,DEM,8,4
Reagan,11/8/2022,General Election,,,1 - ISD1,0,Railroad Commissioner,Wayne Christian,REP,15,21
Reagan,11/8/2022,General Election,,,1 - ISD1,0,Railroad Commissioner,Luke Warford,DEM,6,4
Reagan,11/8/2022,General Election,,,1 - ISD1,0,Railroad Commissioner,Jaime Andres Diez,LIB,1,0
Reagan,11/8/2022,General Election,,,1 - ISD1,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,15,21
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,8,4
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,0
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,15,21
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,8,4
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"Justice, Supreme Court, Place 9",Evan Young,REP,15,21
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,8,4
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,15,21
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,8,4
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,16,21
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,7,4
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"Justice, 8th Court of Appeals District, Place No. 2 Unexpired Term",Jeff Alley,REP,15,20
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"Justice, 8th Court of Appeals District, Place No. 2 Unexpired Term",Lisa Soto,DEM,8,5
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"REAGAN INDEPENDENT SCHOOL DISTRICT Trustee, District 1 - Four Year Term",Jeffrey Schmedicke,,6,6
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"REAGAN INDEPENDENT SCHOOL DISTRICT Trustee, District 1 - Four Year Term",Freddy Acevedo,,14,16
Reagan,11/8/2022,General Election,,,1 - ISD1,0,"REAGAN INDEPENDENT SCHOOL DISTRICT Trustee, District 1 - Four Year Term",Shelly Myers,,5,4
Reagan,11/8/2022,General Election,,,1 - ISD1,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION A,FOR,,13,15
Reagan,11/8/2022,General Election,,,1 - ISD1,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION A,AGAINST,,12,11
Reagan,11/8/2022,General Election,,,1 - ISD1,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION B,FOR,,16,14
Reagan,11/8/2022,General Election,,,1 - ISD1,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION B,AGAINST,,9,12
Reagan,11/8/2022,General Election,,,1 - ISD1,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION C,FOR,,17,16
Reagan,11/8/2022,General Election,,,1 - ISD1,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION C,AGAINST,,7,10
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"United States Representative, District No. 23",Tony Gonzales,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"United States Representative, District No. 23",John Lira,DEM,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"United States Representative, District No. 23",Frank Lopez Jr,IND,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Governor,Greg Abbott,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Governor,Beto O'Rourke,DEM,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Governor,Mark Tippetts,LIB,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Governor,Delilah Barrios,GRN,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Governor,Rejected write-ins,,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Governor,Unassigned write-ins,,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Lieutenant Governor,Dan Patrick,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Lieutenant Governor,Mike Collier,DEM,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Lieutenant Governor,Shanna Steele,LIB,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Attorney General,Ken Paxton,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Attorney General,Rochelle Mercedes Garza,DEM,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Attorney General,Mark Ash,LIB,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Comptroller of Public Accounts,Glenn Hegar,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Commissioner of the General Land Office,Dawn Buckingham,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Commissioner of the General Land Office,Jay Kleberg,DEM,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Commissioner of the General Land Office,Rejected write-ins,,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Commissioner of Agriculture,Sid Miller,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Commissioner of Agriculture,Susan Hays,DEM,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Railroad Commissioner,Wayne Christian,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Railroad Commissioner,Luke Warford,DEM,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"Justice, Supreme Court, Place 9",Evan Young,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"Justice, 8th Court of Appeals District, Place No. 2 Unexpired Term",Jeff Alley,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"Justice, 8th Court of Appeals District, Place No. 2 Unexpired Term",Lisa Soto,DEM,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"REAGAN INDEPENDENT SCHOOL DISTRICT Trustee, District 5 - Four Year Term",Garry D. Goff,,1,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,"REAGAN INDEPENDENT SCHOOL DISTRICT Trustee, District 5 - Four Year Term","John ""Billy"" Hodge Jr.",,0,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION A,FOR,,1,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION A,AGAINST,,0,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION B,FOR,,1,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION B,AGAINST,,0,1
Reagan,11/8/2022,General Election,,,1 - ISD5,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION C,FOR,,1,0
Reagan,11/8/2022,General Election,,,1 - ISD5,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION C,AGAINST,,0,1
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"United States Representative, District No. 23",Tony Gonzales,REP,0,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"United States Representative, District No. 23",John Lira,DEM,0,1
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"United States Representative, District No. 23",Frank Lopez Jr,IND,1,1
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Governor,Greg Abbott,REP,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Governor,Beto O'Rourke,DEM,0,2
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Governor,Mark Tippetts,LIB,0,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Governor,Delilah Barrios,GRN,0,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Governor,Rejected write-ins,,0,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Governor,Unassigned write-ins,,0,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Lieutenant Governor,Dan Patrick,REP,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Lieutenant Governor,Mike Collier,DEM,0,1
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Lieutenant Governor,Shanna Steele,LIB,0,1
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Attorney General,Ken Paxton,REP,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Attorney General,Rochelle Mercedes Garza,DEM,0,2
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Attorney General,Mark Ash,LIB,0,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Comptroller of Public Accounts,Glenn Hegar,REP,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,0,2
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Commissioner of the General Land Office,Dawn Buckingham,REP,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Commissioner of the General Land Office,Jay Kleberg,DEM,0,1
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,1
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Commissioner of the General Land Office,Rejected write-ins,,0,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Commissioner of Agriculture,Sid Miller,REP,1,1
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Commissioner of Agriculture,Susan Hays,DEM,0,1
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Railroad Commissioner,Wayne Christian,REP,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Railroad Commissioner,Luke Warford,DEM,0,2
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,0,1
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,0,1
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"Justice, Supreme Court, Place 9",Evan Young,REP,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,0,2
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,0,2
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,0,2
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"Justice, 8th Court of Appeals District, Place No. 2 Unexpired Term",Jeff Alley,REP,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"Justice, 8th Court of Appeals District, Place No. 2 Unexpired Term",Lisa Soto,DEM,0,2
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"REAGAN INDEPENDENT SCHOOL DISTRICT Trustee, District 6 - Four Year Term",Aaron Gunnels,,0,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,"REAGAN INDEPENDENT SCHOOL DISTRICT Trustee, District 6 - Four Year Term",Joey Garcia,,1,1
Reagan,11/8/2022,General Election,,,1 - ISD6,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION A,FOR,,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION A,AGAINST,,0,2
Reagan,11/8/2022,General Election,,,1 - ISD6,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION B,FOR,,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION B,AGAINST,,0,2
Reagan,11/8/2022,General Election,,,1 - ISD6,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION C,FOR,,1,0
Reagan,11/8/2022,General Election,,,1 - ISD6,0,REAGAN COUNTY INDEPENDENT SCHOOL DISTRICT PROPOSITION C,AGAINST,,0,2
Reagan,11/8/2022,General Election,,,2,0,"United States Representative, District No. 23",Tony Gonzales,REP,108,72
Reagan,11/8/2022,General Election,,,2,0,"United States Representative, District No. 23",John Lira,DEM,7,10
Reagan,11/8/2022,General Election,,,2,0,"United States Representative, District No. 23",Frank Lopez Jr,IND,16,19
Reagan,11/8/2022,General Election,,,2,0,Governor,Greg Abbott,REP,123,84
Reagan,11/8/2022,General Election,,,2,0,Governor,Beto O'Rourke,DEM,8,18
Reagan,11/8/2022,General Election,,,2,0,Governor,Mark Tippetts,LIB,0,1
Reagan,11/8/2022,General Election,,,2,0,Governor,Delilah Barrios,GRN,1,0
Reagan,11/8/2022,General Election,,,2,0,Governor,Rejected write-ins,,0,0
Reagan,11/8/2022,General Election,,,2,0,Governor,Unassigned write-ins,,0,0
Reagan,11/8/2022,General Election,,,2,0,Lieutenant Governor,Dan Patrick,REP,119,85
Reagan,11/8/2022,General Election,,,2,0,Lieutenant Governor,Mike Collier,DEM,11,15
Reagan,11/8/2022,General Election,,,2,0,Lieutenant Governor,Shanna Steele,LIB,1,2
Reagan,11/8/2022,General Election,,,2,0,Attorney General,Ken Paxton,REP,121,85
Reagan,11/8/2022,General Election,,,2,0,Attorney General,Rochelle Mercedes Garza,DEM,6,15
Reagan,11/8/2022,General Election,,,2,0,Attorney General,Mark Ash,LIB,1,1
Reagan,11/8/2022,General Election,,,2,0,Comptroller of Public Accounts,Glenn Hegar,REP,120,85
Reagan,11/8/2022,General Election,,,2,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,8,14
Reagan,11/8/2022,General Election,,,2,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,1
Reagan,11/8/2022,General Election,,,2,0,Commissioner of the General Land Office,Dawn Buckingham,REP,121,83
Reagan,11/8/2022,General Election,,,2,0,Commissioner of the General Land Office,Jay Kleberg,DEM,7,15
Reagan,11/8/2022,General Election,,,2,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,2
Reagan,11/8/2022,General Election,,,2,0,Commissioner of the General Land Office,Rejected write-ins,,0,0
Reagan,11/8/2022,General Election,,,2,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0
Reagan,11/8/2022,General Election,,,2,0,Commissioner of Agriculture,Sid Miller,REP,119,84
Reagan,11/8/2022,General Election,,,2,0,Commissioner of Agriculture,Susan Hays,DEM,7,18
Reagan,11/8/2022,General Election,,,2,0,Railroad Commissioner,Wayne Christian,REP,120,83
Reagan,11/8/2022,General Election,,,2,0,Railroad Commissioner,Luke Warford,DEM,8,14
Reagan,11/8/2022,General Election,,,2,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,3
Reagan,11/8/2022,General Election,,,2,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,1
Reagan,11/8/2022,General Election,,,2,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,122,85
Reagan,11/8/2022,General Election,,,2,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,7,15
Reagan,11/8/2022,General Election,,,2,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,1
Reagan,11/8/2022,General Election,,,2,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,120,85
Reagan,11/8/2022,General Election,,,2,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,9,17
Reagan,11/8/2022,General Election,,,2,0,"Justice, Supreme Court, Place 9",Evan Young,REP,120,85
Reagan,11/8/2022,General Election,,,2,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,8,17
Reagan,11/8/2022,General Election,,,2,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,122,85
Reagan,11/8/2022,General Election,,,2,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,7,16
