000000000040000000000400000000000000000PRECINCTS COUNTED - TOTAL                               PRECINCTS COUNTED - TOTAL                                      00 
00010010004000000000040000000          REGISTERED VOTERS - TOTAL                               REGISTERED VOTERS - TOTAL                                      00 
0002001000400017600004004004           BALLOTS CAST - TOTAL                                    BALLOTS CAST - TOTAL                                           00 
0003001000400015750004004004 REP       US Representative, Dist 13                              REP Ronny Jackson                                              01 
0003002000400001630004004004 DEM       US Representative, Dist 13                              DEM Kathleen Brown                                             01 
0004001000400015620004004004 REP       Governor                                                REP Greg Abbott                                                01 
0004002000400001620004004004 DEM       Governor                                                DEM Beto O'Rourke                                              01 
0004003000400000200004004004 LIB       Governor                                                LIB Mark Tippetts                                              01 
0004004000400000070004004004 GRN       Governor                                                GRN Delilah Barrios                                            01 
0005001000400015240004004004 REP       Lieutenant Governor                                     REP Dan Patrick                                                01 
0005002000400001660004004004 DEM       Lieutenant Governor                                     DEM Mike Collier                                               01 
0005003000400000390004004004 LIB       Lieutenant Governor                                     LIB Shanna Steele                                              01 
0006001000400015350004004004 REP       Attorney General                                        REP Ken Paxton                                                 01 
0006002000400001690004004004 DEM       Attorney General                                        DEM Rochelle Mercedes Garza                                    01 
0006003000400000240004004004 LIB       Attorney General                                        LIB Mark Ash                                                   01 
0007001000400015280004004004 REP       Comptroller of Public Accounts                          REP Glenn Hegar                                                01 
0007002000400001570004004004 DEM       Comptroller of Public Accounts                          DEM Janet T. Dudding                                           01 
0007003000400000300004004004 LIB       Comptroller of Public Accounts                          LIB V. Alonzo Echevarria-Garza                                 01 
0008001000400015350004004004 REP       Comm. General Land Office                               REP Dawn Buckingham                                            01 
0008002000400001640004004004 DEM       Comm. General Land Office                               DEM Jay Kleberg                                                01 
0008003000400000150004004004 GRN       Comm. General Land Office                               GRN Alfred Molison, Jr.                                        01 
0009001000400015590004004004 REP       Commissioner of Agriculture                             REP Sid Miller                                                 01 
0009002000400001610004004004 DEM       Commissioner of Agriculture                             DEM Susan Hays                                                 01 
0010001000400015330004004004 REP       Railroad Commissioner                                   REP Wayne Christian                                            01 
0010002000400001400004004004 DEM       Railroad Commissioner                                   DEM Luke Warford                                               01 
0010003000400000340004004004 LIB       Railroad Commissioner                                   LIB Jaime Andres Diez                                          01 
0010004000400000080004004004 GRN       Railroad Commissioner                                   GRN Hunter Wayne Crow                                          01 
0011001000400015300004004004 REP       Justice, Supreme Ct. Pl. 3                              REP Debra Lehrmann                                             01 
0011002000400001520004004004 DEM       Justice, Supreme Ct. Pl. 3                              DEM Erin A. Nowell                                             01 
0011003000400000300004004004 LIB       Justice, Supreme Ct. Pl. 3                              LIB Thomas Edward Oxford                                       01 
0012001000400015240004004004 REP       Justice, Supreme Ct. Pl. 5                              REP Rebeca Huddle                                              01 
0012002000400001810004004004 DEM       Justice, Supreme Ct. Pl. 5                              DEM Amanda Reichek                                             01 
0013001000400015390004004004 REP       Justice, Supreme Ct. Pl. 9                              REP Evan Young                                                 01 
0013002000400001700004004004 DEM       Justice, Supreme Ct. Pl. 9                              DEM Julia Maldonado                                            01 
0014001000400015420004004004 REP       Judge, Ct of Crim. Appeals, Pl 5                        REP Scott Walker                                               01 
0014002000400001660004004004 DEM       Judge, Ct of Crim. Appeals, Pl 5                        DEM Dana Huffman                                               01 
0015001000400015390004004004 REP       Judge, Ct of Crim. Appeals, Pl 6                        REP Jesse F. McClure, III                                      01 
0015002000400001660004004004 DEM       Judge, Ct of Crim. Appeals, Pl 6                        DEM Robert Johnson                                             01 
0016001000400010000004004004 IND       Sheriff                                                 IND Matthew Bradley                                            01 
0016002000400006930004004004 IND       Sheriff                                                 IND Danny Gillem                                               01 
