political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes 
Gray County ,11/8/2022,General ,0,0,1,392,"United States Representative, District No. 13",Ronny Jackson,REP,35,160
Gray County ,11/8/2022,General ,0,0,1,392,"United States Representative, District No. 13",Kathleen Brown,DEM,7,4
Gray County ,11/8/2022,General ,0,0,1,392,Governor,Greg Abbott,REP,37,161
Gray County ,11/8/2022,General ,0,0,1,392,Governor,Beto O'Rourke,DEM,5,3
Gray County ,11/8/2022,General ,0,0,1,392,Governor,Mark Tippetts,LIB,0,0
Gray County ,11/8/2022,General ,0,0,1,392,Governor,Delilah Barrios,GRN,0,0
Gray County ,11/8/2022,General ,0,0,1,392,Governor,Jacqueline Abernathy,,0,0
Gray County ,11/8/2022,General ,0,0,1,392,Governor,Mark V. Goloby,,0,0
Gray County ,11/8/2022,General ,0,0,1,392,Governor,Rejected write-ins,,0,0
Gray County ,11/8/2022,General ,0,0,1,392,Governor,Unassigned write-ins,,0,0
Gray County ,11/8/2022,General ,0,0,1,392,Lieutenant Governor,Dan Patrick,REP,32,153
Gray County ,11/8/2022,General ,0,0,1,392,Lieutenant Governor,Mike Collier,DEM,9,8
Gray County ,11/8/2022,General ,0,0,1,392,Lieutenant Governor,Shanna Steele,LIB,1,2
Gray County ,11/8/2022,General ,0,0,1,392,Attorney General,Ken Paxton,REP,35,156
Gray County ,11/8/2022,General ,0,0,1,392,Attorney General,Rochelle Mercedes Garza,DEM,7,3
Gray County ,11/8/2022,General ,0,0,1,392,Attorney General,Mark Ash,LIB,0,5
Gray County ,11/8/2022,General ,0,0,1,392,Comptroller of Public Accounts,Glenn Hegar,REP,36,156
Gray County ,11/8/2022,General ,0,0,1,392,Comptroller of Public Accounts,Janet T. Dudding,DEM,6,5
Gray County ,11/8/2022,General ,0,0,1,392,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,1
Gray County ,11/8/2022,General ,0,0,1,392,Commissioner of the General Land Office,Dawn Buckingham,REP,35,155
Gray County ,11/8/2022,General ,0,0,1,392,Commissioner of the General Land Office,Jay Kleberg,DEM,6,5
Gray County ,11/8/2022,General ,0,0,1,392,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,1,0
