political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,Election Day Votes
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,U. S. Representative District 14,Randy Weber,REP,8,8
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,U. S. Representative District 14,Mikal Williams,DEM,6,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Governor,Greg Abbott,REP,7,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Governor,Beto O'Rourke,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Governor,Mark Tippetts,LIB,1,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Governor,Delilah Barrios,GRE,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Governor,Jacqueline Abernathy,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Governor,Mark V Goloby,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Governor,Rejected write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Governor,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Lieutenant Governor,Dan Patrick,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Lieutenant Governor,Mike Collier,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Lieutenant Governor,Shanna Steele,LIB,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Attorney General,Ken Paxton,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Attorney General,Rochelle Mercedes Garza,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Attorney General,Mark Ash,LIB,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Comptroller of Public Accounts,Glenn Hegar,REP,7,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Comptroller of Public Accounts,Janet T. Dudding,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,1,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Commissioner of the General Land Office,Dawn Buckingham,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Commissioner of the General Land Office,Jay Kleberg,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRE,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Commissioner of the General Land Office,Rejected write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Commissioner of the General Land Office,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Commissioner of Agriculture,Sid Miller,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Commissioner of Agriculture,Susan Hays,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Railroad Commissioner,Wayne Christian,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Railroad Commissioner,Luke Warford,DEM,6,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Railroad Commissioner,Jaime Andres Diez,LIB,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,Railroad Commissioner,Hunter Wayne Crow,GRE,0,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,7,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,1,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice, Supreme Court, Place 9",Evan Young,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Judge, Court of Criminal Appeals Place 5",Scott Walker,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Judge, Court of Criminal Appeals Place 5",Dana Huffman,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Judge, Court of Criminal Appeals Place 6","Jesse F. McClure, III",REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Judge, Court of Criminal Appeals Place 6",Robert Johnson,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Member, State Board of Education, District 7",Julie Pickren,REP,7,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Member, State Board of Education, District 7",Dan Hochman,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Member, State Board of Education, District 7",Alan Pyeatt,LIB,1,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"State Senator, District 17",Joan Huffman,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"State Senator, District 17",Titus Benton,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Chief Justice, 1st Court of Appeals District",Terry Adams,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Chief Justice, 1st Court of Appeals District",Julie Countiss,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Chief Justice, 1st Court of Appeals District",Ted Wood,IND,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice, 1st Court of Appeals District, Place 4",April Farris,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice, 1st Court of Appeals District, Place 4",Mike Engelhart,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice, 14th Court of Appeals District, Place 2",Kevin Jewell,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice, 14th Court of Appeals District, Place 2",Cherí C. Thomas,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice, 14th Court of Appeals District, Place 9",Randy Wilson,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice, 14th Court of Appeals District, Place 9",William Demond,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"District Judge, 239th Judicial District",Greg Hill,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"District Judge, 239th Judicial District",Percy C. Singleton Jr.,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,County Judge,Matt Sebesta,REP,10,8
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,County Judge,Jim Mooney,DEM,4,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Judge, County Court at Law No. 2",Thomas Pfeiffer,REP,8,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Judge, County Court at Law No. 2",Terence Norman,DEM,6,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,District Clerk,Cassandra Tigner,REP,10,8
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,District Clerk,Arnetta Murray,DEM,4,0
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,County Treasurer,Angela Dees,REP,9,7
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,County Treasurer,"Mason L. (Mase) Weems, 6",DEM,5,1
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice of the Peace Precinct 2, Place 2",Richard B. Davis,REP,10,8
BRAZORIA COUNTY,11/8/2022,General Election,,,15 - AISD,48,"Justice of the Peace Precinct 2, Place 2",Nicole Taylor,DEM,4,0
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,U. S. Representative District 22,Troy E. Nehls,REP,438,144
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,U. S. Representative District 22,Jamie Kaye Jordan,DEM,122,51
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,U. S. Representative District 22,Joseph LeBlanc,LIB,17,11
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,U. S. Representative District 22,Jim Squires,,1,0
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,U. S. Representative District 22,Rejected write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,U. S. Representative District 22,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Governor,Greg Abbott,REP,436,136
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Governor,Beto O'Rourke,DEM,136,60
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Governor,Mark Tippetts,LIB,7,6
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Governor,Delilah Barrios,GRE,2,3
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Governor,Jacqueline Abernathy,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Governor,Mark V Goloby,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Governor,Rejected write-ins,,0,2
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Governor,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Lieutenant Governor,Dan Patrick,REP,430,142
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Lieutenant Governor,Mike Collier,DEM,135,54
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Lieutenant Governor,Shanna Steele,LIB,16,12
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Attorney General,Ken Paxton,REP,425,141
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Attorney General,Rochelle Mercedes Garza,DEM,138,57
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Attorney General,Mark Ash,LIB,17,10
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Comptroller of Public Accounts,Glenn Hegar,REP,436,148
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Comptroller of Public Accounts,Janet T. Dudding,DEM,128,48
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,15,12
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Commissioner of the General Land Office,Dawn Buckingham,REP,437,150
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Commissioner of the General Land Office,Jay Kleberg,DEM,130,53
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRE,12,5
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Commissioner of the General Land Office,Rejected write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Commissioner of the General Land Office,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Commissioner of Agriculture,Sid Miller,REP,441,150
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Commissioner of Agriculture,Susan Hays,DEM,137,57
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Railroad Commissioner,Wayne Christian,REP,433,146
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Railroad Commissioner,Luke Warford,DEM,122,43
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Railroad Commissioner,Jaime Andres Diez,LIB,17,14
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,Railroad Commissioner,Hunter Wayne Crow,GRE,6,5
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,435,146
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,129,49
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,14,13
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,444,151
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,133,56
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Justice, Supreme Court, Place 9",Evan Young,REP,442,145
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,139,62
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Judge, Court of Criminal Appeals Place 5",Scott Walker,REP,449,148
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Judge, Court of Criminal Appeals Place 5",Dana Huffman,DEM,131,58
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Judge, Court of Criminal Appeals Place 6","Jesse F. McClure, III",REP,450,148
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Judge, Court of Criminal Appeals Place 6",Robert Johnson,DEM,124,59
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Member, State Board of Education, District 7",Julie Pickren,REP,426,145
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Member, State Board of Education, District 7",Dan Hochman,DEM,132,50
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Member, State Board of Education, District 7",Alan Pyeatt,LIB,20,13
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Chief Justice, 1st Court of Appeals District",Terry Adams,REP,441,147
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Chief Justice, 1st Court of Appeals District",Julie Countiss,DEM,121,48
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Chief Justice, 1st Court of Appeals District",Ted Wood,IND,16,13
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Justice, 1st Court of Appeals District, Place 4",April Farris,REP,442,149
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Justice, 1st Court of Appeals District, Place 4",Mike Engelhart,DEM,137,57
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Justice, 14th Court of Appeals District, Place 2",Kevin Jewell,REP,448,150
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Justice, 14th Court of Appeals District, Place 2",Cherí C. Thomas,DEM,130,57
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Justice, 14th Court of Appeals District, Place 9",Randy Wilson,REP,452,150
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Justice, 14th Court of Appeals District, Place 9",William Demond,DEM,128,57
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"District Judge, 239th Judicial District",Greg Hill,REP,450,150
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"District Judge, 239th Judicial District",Percy C. Singleton Jr.,DEM,131,57
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,County Judge,Matt Sebesta,REP,446,151
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,County Judge,Jim Mooney,DEM,133,56
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Judge, County Court at Law No. 2",Thomas Pfeiffer,REP,450,151
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Judge, County Court at Law No. 2",Terence Norman,DEM,129,56
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,District Clerk,Cassandra Tigner,REP,438,150
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,District Clerk,Arnetta Murray,DEM,138,56
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,County Treasurer,Angela Dees,REP,446,155
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,County Treasurer,"Mason L. (Mase) Weems, 6",DEM,128,52
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Conservation & Reclamation District No. 3 Commissioner, Place 1",Ricky Kubeczka,REP,442,156
BRAZORIA COUNTY,11/8/2022,General Election,,,16 - DR3,2081,"Conservation & Reclamation District No. 3 Commissioner, Place 1",J.R. Dick Tyson,DEM,136,51
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,U. S. Representative District 14,Randy Weber,REP,331,147
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,U. S. Representative District 14,Mikal Williams,DEM,241,150
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Governor,Greg Abbott,REP,323,135
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Governor,Beto O'Rourke,DEM,240,157
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Governor,Mark Tippetts,LIB,6,3
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Governor,Delilah Barrios,GRE,2,3
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Governor,Jacqueline Abernathy,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Governor,Mark V Goloby,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Governor,Rejected write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Governor,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Lieutenant Governor,Dan Patrick,REP,315,136
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Lieutenant Governor,Mike Collier,DEM,241,148
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Lieutenant Governor,Shanna Steele,LIB,13,12
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Attorney General,Ken Paxton,REP,310,135
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Attorney General,Rochelle Mercedes Garza,DEM,238,156
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Attorney General,Mark Ash,LIB,18,5
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Comptroller of Public Accounts,Glenn Hegar,REP,316,141
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Comptroller of Public Accounts,Janet T. Dudding,DEM,236,143
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,18,12
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Commissioner of the General Land Office,Dawn Buckingham,REP,328,141
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Commissioner of the General Land Office,Jay Kleberg,DEM,232,153
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRE,7,2
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Commissioner of the General Land Office,Rejected write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Commissioner of the General Land Office,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Commissioner of Agriculture,Sid Miller,REP,324,139
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Commissioner of Agriculture,Susan Hays,DEM,247,158
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Railroad Commissioner,Wayne Christian,REP,323,139
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Railroad Commissioner,Luke Warford,DEM,223,144
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Railroad Commissioner,Jaime Andres Diez,LIB,20,9
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,Railroad Commissioner,Hunter Wayne Crow,GRE,3,4
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,322,140
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,235,148
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,11,8
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,325,140
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,244,157
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Justice, Supreme Court, Place 9",Evan Young,REP,319,140
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,245,157
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Judge, Court of Criminal Appeals Place 5",Scott Walker,REP,321,143
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Judge, Court of Criminal Appeals Place 5",Dana Huffman,DEM,248,152
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Judge, Court of Criminal Appeals Place 6","Jesse F. McClure, III",REP,324,143
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Judge, Court of Criminal Appeals Place 6",Robert Johnson,DEM,243,153
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Member, State Board of Education, District 7",Julie Pickren,REP,322,136
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Member, State Board of Education, District 7",Dan Hochman,DEM,236,151
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Member, State Board of Education, District 7",Alan Pyeatt,LIB,7,11
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"State Senator, District 17",Joan Huffman,REP,334,147
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"State Senator, District 17",Titus Benton,DEM,233,150
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Chief Justice, 1st Court of Appeals District",Terry Adams,REP,317,138
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Chief Justice, 1st Court of Appeals District",Julie Countiss,DEM,233,148
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Chief Justice, 1st Court of Appeals District",Ted Wood,IND,14,11
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Justice, 1st Court of Appeals District, Place 4",April Farris,REP,324,145
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Justice, 1st Court of Appeals District, Place 4",Mike Engelhart,DEM,239,152
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Justice, 14th Court of Appeals District, Place 2",Kevin Jewell,REP,318,142
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Justice, 14th Court of Appeals District, Place 2",Cherí C. Thomas,DEM,244,155
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Justice, 14th Court of Appeals District, Place 9",Randy Wilson,REP,326,143
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Justice, 14th Court of Appeals District, Place 9",William Demond,DEM,237,151
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"District Judge, 239th Judicial District",Greg Hill,REP,328,143
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"District Judge, 239th Judicial District",Percy C. Singleton Jr.,DEM,236,154
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,County Judge,Matt Sebesta,REP,345,148
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,County Judge,Jim Mooney,DEM,223,147
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Judge, County Court at Law No. 2",Thomas Pfeiffer,REP,323,148
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,"Judge, County Court at Law No. 2",Terence Norman,DEM,241,149
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,District Clerk,Cassandra Tigner,REP,334,152
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,District Clerk,Arnetta Murray,DEM,234,145
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,County Treasurer,Angela Dees,REP,328,151
BRAZORIA COUNTY,11/8/2022,General Election,,,17,3125,County Treasurer,"Mason L. (Mase) Weems, 6",DEM,237,146
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,U. S. Representative District 22,Troy E. Nehls,REP,1388,422
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,U. S. Representative District 22,Jamie Kaye Jordan,DEM,565,156
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,U. S. Representative District 22,Joseph LeBlanc,LIB,42,22
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,U. S. Representative District 22,Jim Squires,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,U. S. Representative District 22,Rejected write-ins,,0,1
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,U. S. Representative District 22,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,Governor,Greg Abbott,REP,1355,404
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,Governor,Beto O'Rourke,DEM,622,191
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,Governor,Mark Tippetts,LIB,18,8
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,Governor,Delilah Barrios,GRE,3,1
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,Governor,Jacqueline Abernathy,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,Governor,Mark V Goloby,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,Governor,Rejected write-ins,,2,3
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,Governor,Unassigned write-ins,,0,0
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,Lieutenant Governor,Dan Patrick,REP,1324,398
BRAZORIA COUNTY,11/8/2022,General Election,,,18 - DR4,4787,Lieutenant Governor,Mike Collier,DEM,633,179
