political_subdivision,election_date,election_name,Total Provsional ballots,total provisionals ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,Absentee Voting Votes,Early Voting Votes,early_votes,election_votes
Palo Pinto County,11/8/2022,General ,,,26,0,Governor,Beto O'Rourke,DEM,0,6,6,1
Palo Pinto County,11/8/2022,General ,,,26,0,Governor,Mark Tippetts,LIB,0,1,1,1
Palo Pinto County,11/8/2022,General ,,,26,0,Governor,Delilah Barrios,GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,26,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,26,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,26,0,Lieutenant Governor,Dan Patrick,REP,2,13,15,8
Palo Pinto County,11/8/2022,General ,,,26,0,Lieutenant Governor,Mike Collier,DEM,0,6,6,2
Palo Pinto County,11/8/2022,General ,,,26,0,Lieutenant Governor,Shanna Steele,LIB,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,26,0,Attorney General,Ken Paxton,REP,2,12,14,7
Palo Pinto County,11/8/2022,General ,,,26,0,Attorney General,Rochelle Mercedes Garza,DEM,0,6,6,3
Palo Pinto County,11/8/2022,General ,,,26,0,Attorney General,Mark Ash,LIB,0,2,2,0
Palo Pinto County,11/8/2022,General ,,,26,0,Comptroller of Public Accounts,Glenn Hegar,REP,2,16,18,7
Palo Pinto County,11/8/2022,General ,,,26,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,0,3,3,2
Palo Pinto County,11/8/2022,General ,,,26,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,1,1,1
Palo Pinto County,11/8/2022,General ,,,26,0,Commissioner of the General Land Office,Dawn Buckingham,REP,2,17,19,7
Palo Pinto County,11/8/2022,General ,,,26,0,Commissioner of the General Land Office,Jay Kleberg,DEM,0,3,3,3
Palo Pinto County,11/8/2022,General ,,,26,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,26,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,26,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,26,0,Commissioner of Agriculture,Sid Miller,REP,2,16,18,7
Palo Pinto County,11/8/2022,General ,,,26,0,Commissioner of Agriculture,Susan Hays,DEM,0,4,4,3
Palo Pinto County,11/8/2022,General ,,,26,0,Railroad Commissioner,Wayne Christian,REP,2,16,18,7
Palo Pinto County,11/8/2022,General ,,,26,0,Railroad Commissioner,Luke Warford,DEM,0,4,4,2
Palo Pinto County,11/8/2022,General ,,,26,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,26,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,26,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,2,15,17,7
Palo Pinto County,11/8/2022,General ,,,26,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,0,5,5,2
Palo Pinto County,11/8/2022,General ,,,26,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,26,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,2,15,17,7
Palo Pinto County,11/8/2022,General ,,,26,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,0,4,4,3
Palo Pinto County,11/8/2022,General ,,,26,0,"Justice, Supreme Court, Place 9",Evan Young,REP,2,16,18,7
Palo Pinto County,11/8/2022,General ,,,26,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,0,4,4,3
Palo Pinto County,11/8/2022,General ,,,26,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,2,16,18,7
Palo Pinto County,11/8/2022,General ,,,26,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,0,4,4,3
Palo Pinto County,11/8/2022,General ,,,26,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,2,16,18,7
Palo Pinto County,11/8/2022,General ,,,26,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,0,4,4,3
Palo Pinto County,11/8/2022,General ,,,26,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,2,17,19,7
Palo Pinto County,11/8/2022,General ,,,26,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,0,3,3,3
Palo Pinto County,11/8/2022,General ,,,26,0,"Justice of the Peace, Precinct No. 5",Tisha Lemley Bien,REP,2,16,18,7
Palo Pinto County,11/8/2022,General ,,,26,0,"Justice of the Peace, Precinct No. 5",Luis Rodriguez,DEM,0,3,3,3
Palo Pinto County,11/8/2022,General ,,,27,0,"United States Representative, District No. 25",Roger Williams,REP,28,470,498,217
Palo Pinto County,11/8/2022,General ,,,27,0,Governor,Greg Abbott,REP,26,424,450,202
Palo Pinto County,11/8/2022,General ,,,27,0,Governor,Beto O'Rourke,DEM,14,118,132,36
Palo Pinto County,11/8/2022,General ,,,27,0,Governor,Mark Tippetts,LIB,0,5,5,4
Palo Pinto County,11/8/2022,General ,,,27,0,Governor,Delilah Barrios,GRN,0,2,2,0
Palo Pinto County,11/8/2022,General ,,,27,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,27,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,27,0,Lieutenant Governor,Dan Patrick,REP,26,404,430,186
Palo Pinto County,11/8/2022,General ,,,27,0,Lieutenant Governor,Mike Collier,DEM,14,123,137,41
Palo Pinto County,11/8/2022,General ,,,27,0,Lieutenant Governor,Shanna Steele,LIB,0,18,18,15
Palo Pinto County,11/8/2022,General ,,,27,0,Attorney General,Ken Paxton,REP,28,401,429,194
Palo Pinto County,11/8/2022,General ,,,27,0,Attorney General,Rochelle Mercedes Garza,DEM,12,119,131,33
Palo Pinto County,11/8/2022,General ,,,27,0,Attorney General,Mark Ash,LIB,0,18,18,15
Palo Pinto County,11/8/2022,General ,,,27,0,Comptroller of Public Accounts,Glenn Hegar,REP,28,427,455,196
Palo Pinto County,11/8/2022,General ,,,27,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,10,108,118,37
Palo Pinto County,11/8/2022,General ,,,27,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,8,8,7
Palo Pinto County,11/8/2022,General ,,,27,0,Commissioner of the General Land Office,Dawn Buckingham,REP,29,427,456,202
Palo Pinto County,11/8/2022,General ,,,27,0,Commissioner of the General Land Office,Jay Kleberg,DEM,9,110,119,34
Palo Pinto County,11/8/2022,General ,,,27,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,1,4,5,4
Palo Pinto County,11/8/2022,General ,,,27,0,Commissioner of the General Land Office,Rejected write-ins,,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,27,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,27,0,Commissioner of Agriculture,Sid Miller,REP,27,426,453,196
Palo Pinto County,11/8/2022,General ,,,27,0,Commissioner of Agriculture,Susan Hays,DEM,11,118,129,43
Palo Pinto County,11/8/2022,General ,,,27,0,Railroad Commissioner,Wayne Christian,REP,27,424,451,196
Palo Pinto County,11/8/2022,General ,,,27,0,Railroad Commissioner,Luke Warford,DEM,10,103,113,36
Palo Pinto County,11/8/2022,General ,,,27,0,Railroad Commissioner,Jaime Andres Diez,LIB,1,11,12,7
Palo Pinto County,11/8/2022,General ,,,27,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,2,2,2
Palo Pinto County,11/8/2022,General ,,,27,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,28,423,451,197
Palo Pinto County,11/8/2022,General ,,,27,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,9,111,120,33
Palo Pinto County,11/8/2022,General ,,,27,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,10,10,9
Palo Pinto County,11/8/2022,General ,,,27,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,28,432,460,202
Palo Pinto County,11/8/2022,General ,,,27,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,9,108,117,36
Palo Pinto County,11/8/2022,General ,,,27,0,"Justice, Supreme Court, Place 9",Evan Young,REP,27,430,457,201
Palo Pinto County,11/8/2022,General ,,,27,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,10,109,119,39
Palo Pinto County,11/8/2022,General ,,,27,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,28,425,453,200
Palo Pinto County,11/8/2022,General ,,,27,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,10,114,124,39
Palo Pinto County,11/8/2022,General ,,,27,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,29,427,456,199
Palo Pinto County,11/8/2022,General ,,,27,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,9,112,121,41
Palo Pinto County,11/8/2022,General ,,,27,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,28,422,450,200
Palo Pinto County,11/8/2022,General ,,,27,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,9,115,124,40
Palo Pinto County,11/8/2022,General ,,,27,0,"Justice of the Peace, Precinct No. 5",Tisha Lemley Bien,REP,31,452,483,203
Palo Pinto County,11/8/2022,General ,,,27,0,"Justice of the Peace, Precinct No. 5",Luis Rodriguez,DEM,7,88,95,39
Palo Pinto County,11/8/2022,General ,,,28,0,"United States Representative, District No. 25",Roger Williams,REP,7,95,102,97
Palo Pinto County,11/8/2022,General ,,,28,0,Governor,Greg Abbott,REP,10,95,105,85
Palo Pinto County,11/8/2022,General ,,,28,0,Governor,Beto O'Rourke,DEM,1,20,21,35
Palo Pinto County,11/8/2022,General ,,,28,0,Governor,Mark Tippetts,LIB,0,1,1,2
Palo Pinto County,11/8/2022,General ,,,28,0,Governor,Delilah Barrios,GRN,0,0,0,1
Palo Pinto County,11/8/2022,General ,,,28,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,28,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,28,0,Lieutenant Governor,Dan Patrick,REP,10,93,103,84
Palo Pinto County,11/8/2022,General ,,,28,0,Lieutenant Governor,Mike Collier,DEM,1,20,21,31
Palo Pinto County,11/8/2022,General ,,,28,0,Lieutenant Governor,Shanna Steele,LIB,0,3,3,6
Palo Pinto County,11/8/2022,General ,,,28,0,Attorney General,Ken Paxton,REP,9,93,102,85
Palo Pinto County,11/8/2022,General ,,,28,0,Attorney General,Rochelle Mercedes Garza,DEM,1,21,22,34
Palo Pinto County,11/8/2022,General ,,,28,0,Attorney General,Mark Ash,LIB,1,2,3,1
Palo Pinto County,11/8/2022,General ,,,28,0,Comptroller of Public Accounts,Glenn Hegar,REP,9,90,99,84
Palo Pinto County,11/8/2022,General ,,,28,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,1,20,21,32
Palo Pinto County,11/8/2022,General ,,,28,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,3,3,4
Palo Pinto County,11/8/2022,General ,,,28,0,Commissioner of the General Land Office,Dawn Buckingham,REP,10,93,103,86
Palo Pinto County,11/8/2022,General ,,,28,0,Commissioner of the General Land Office,Jay Kleberg,DEM,1,21,22,32
Palo Pinto County,11/8/2022,General ,,,28,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,1,1,1
Palo Pinto County,11/8/2022,General ,,,28,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,28,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,28,0,Commissioner of Agriculture,Sid Miller,REP,10,94,104,85
Palo Pinto County,11/8/2022,General ,,,28,0,Commissioner of Agriculture,Susan Hays,DEM,1,20,21,33
Palo Pinto County,11/8/2022,General ,,,28,0,Railroad Commissioner,Wayne Christian,REP,9,88,97,82
Palo Pinto County,11/8/2022,General ,,,28,0,Railroad Commissioner,Luke Warford,DEM,1,20,21,30
Palo Pinto County,11/8/2022,General ,,,28,0,Railroad Commissioner,Jaime Andres Diez,LIB,1,2,3,4
Palo Pinto County,11/8/2022,General ,,,28,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,4,4,1
Palo Pinto County,11/8/2022,General ,,,28,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,9,89,98,86
Palo Pinto County,11/8/2022,General ,,,28,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,1,20,21,32
Palo Pinto County,11/8/2022,General ,,,28,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,1,3,4,2
Palo Pinto County,11/8/2022,General ,,,28,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,10,93,103,85
Palo Pinto County,11/8/2022,General ,,,28,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,1,21,22,33
Palo Pinto County,11/8/2022,General ,,,28,0,"Justice, Supreme Court, Place 9",Evan Young,REP,9,93,102,86
Palo Pinto County,11/8/2022,General ,,,28,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,1,21,22,33
Palo Pinto County,11/8/2022,General ,,,28,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,9,92,101,87
Palo Pinto County,11/8/2022,General ,,,28,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,1,21,22,32
Palo Pinto County,11/8/2022,General ,,,28,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,9,94,103,85
Palo Pinto County,11/8/2022,General ,,,28,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,1,20,21,33
Palo Pinto County,11/8/2022,General ,,,28,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,9,92,101,85
Palo Pinto County,11/8/2022,General ,,,28,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,1,20,21,34
Palo Pinto County,11/8/2022,General ,,,28,0,"Justice of the Peace, Precinct No. 5",Tisha Lemley Bien,REP,9,89,98,87
Palo Pinto County,11/8/2022,General ,,,28,0,"Justice of the Peace, Precinct No. 5",Luis Rodriguez,DEM,1,25,26,28
Palo Pinto County,11/8/2022,General ,,,29,0,"United States Representative, District No. 25",Roger Williams,REP,14,154,168,150
Palo Pinto County,11/8/2022,General ,,,29,0,Governor,Greg Abbott,REP,15,133,148,130
Palo Pinto County,11/8/2022,General ,,,29,0,Governor,Beto O'Rourke,DEM,2,50,52,26
Palo Pinto County,11/8/2022,General ,,,29,0,Governor,Mark Tippetts,LIB,0,1,1,3
Palo Pinto County,11/8/2022,General ,,,29,0,Governor,Delilah Barrios,GRN,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,29,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,29,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,29,0,Lieutenant Governor,Dan Patrick,REP,14,131,145,126
Palo Pinto County,11/8/2022,General ,,,29,0,Lieutenant Governor,Mike Collier,DEM,2,47,49,31
Palo Pinto County,11/8/2022,General ,,,29,0,Lieutenant Governor,Shanna Steele,LIB,1,4,5,2
Palo Pinto County,11/8/2022,General ,,,29,0,Attorney General,Ken Paxton,REP,15,131,146,126
Palo Pinto County,11/8/2022,General ,,,29,0,Attorney General,Rochelle Mercedes Garza,DEM,2,47,49,27
Palo Pinto County,11/8/2022,General ,,,29,0,Attorney General,Mark Ash,LIB,0,4,4,6
Palo Pinto County,11/8/2022,General ,,,29,0,Comptroller of Public Accounts,Glenn Hegar,REP,15,135,150,133
Palo Pinto County,11/8/2022,General ,,,29,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,2,40,42,20
Palo Pinto County,11/8/2022,General ,,,29,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,5,5,6
Palo Pinto County,11/8/2022,General ,,,29,0,Commissioner of the General Land Office,Dawn Buckingham,REP,15,133,148,131
Palo Pinto County,11/8/2022,General ,,,29,0,Commissioner of the General Land Office,Jay Kleberg,DEM,2,43,45,21
Palo Pinto County,11/8/2022,General ,,,29,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,4,4,7
Palo Pinto County,11/8/2022,General ,,,29,0,Commissioner of the General Land Office,Rejected write-ins,,0,1,1,0
Palo Pinto County,11/8/2022,General ,,,29,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,29,0,Commissioner of Agriculture,Sid Miller,REP,15,140,155,131
Palo Pinto County,11/8/2022,General ,,,29,0,Commissioner of Agriculture,Susan Hays,DEM,2,40,42,27
Palo Pinto County,11/8/2022,General ,,,29,0,Railroad Commissioner,Wayne Christian,REP,15,134,149,130
Palo Pinto County,11/8/2022,General ,,,29,0,Railroad Commissioner,Luke Warford,DEM,2,39,41,23
Palo Pinto County,11/8/2022,General ,,,29,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,9,9,3
Palo Pinto County,11/8/2022,General ,,,29,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,0,2
Palo Pinto County,11/8/2022,General ,,,29,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,15,136,151,132
Palo Pinto County,11/8/2022,General ,,,29,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,2,42,44,24
Palo Pinto County,11/8/2022,General ,,,29,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,4,4,3
Palo Pinto County,11/8/2022,General ,,,29,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,15,137,152,133
Palo Pinto County,11/8/2022,General ,,,29,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,2,46,48,26
Palo Pinto County,11/8/2022,General ,,,29,0,"Justice, Supreme Court, Place 9",Evan Young,REP,15,133,148,132
Palo Pinto County,11/8/2022,General ,,,29,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,2,49,51,27
Palo Pinto County,11/8/2022,General ,,,29,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,15,135,150,131
Palo Pinto County,11/8/2022,General ,,,29,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,2,48,50,28
Palo Pinto County,11/8/2022,General ,,,29,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,14,136,150,130
Palo Pinto County,11/8/2022,General ,,,29,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,3,47,50,29
Palo Pinto County,11/8/2022,General ,,,29,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,14,133,147,129
Palo Pinto County,11/8/2022,General ,,,29,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,3,47,50,30
Palo Pinto County,11/8/2022,General ,,,29,0,"Justice of the Peace, Precinct No. 5",Tisha Lemley Bien,REP,15,129,144,131
Palo Pinto County,11/8/2022,General ,,,29,0,"Justice of the Peace, Precinct No. 5",Luis Rodriguez,DEM,2,53,55,28
Palo Pinto County,11/8/2022,General ,,,30,0,"United States Representative, District No. 25",Roger Williams,REP,12,136,148,86
Palo Pinto County,11/8/2022,General ,,,30,0,Governor,Greg Abbott,REP,9,120,129,77
Palo Pinto County,11/8/2022,General ,,,30,0,Governor,Beto O'Rourke,DEM,7,69,76,33
Palo Pinto County,11/8/2022,General ,,,30,0,Governor,Mark Tippetts,LIB,0,1,1,3
Palo Pinto County,11/8/2022,General ,,,30,0,Governor,Delilah Barrios,GRN,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,30,0,Governor,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,30,0,Governor,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,30,0,Lieutenant Governor,Dan Patrick,REP,10,121,131,73
Palo Pinto County,11/8/2022,General ,,,30,0,Lieutenant Governor,Mike Collier,DEM,7,68,75,31
Palo Pinto County,11/8/2022,General ,,,30,0,Lieutenant Governor,Shanna Steele,LIB,0,1,1,8
Palo Pinto County,11/8/2022,General ,,,30,0,Attorney General,Ken Paxton,REP,10,119,129,74
Palo Pinto County,11/8/2022,General ,,,30,0,Attorney General,Rochelle Mercedes Garza,DEM,6,67,73,29
Palo Pinto County,11/8/2022,General ,,,30,0,Attorney General,Mark Ash,LIB,0,3,3,9
Palo Pinto County,11/8/2022,General ,,,30,0,Comptroller of Public Accounts,Glenn Hegar,REP,11,123,134,79
Palo Pinto County,11/8/2022,General ,,,30,0,Comptroller of Public Accounts,Janet T. Dudding,DEM,5,62,67,25
Palo Pinto County,11/8/2022,General ,,,30,0,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,1,3,4,8
Palo Pinto County,11/8/2022,General ,,,30,0,Commissioner of the General Land Office,Dawn Buckingham,REP,11,119,130,84
Palo Pinto County,11/8/2022,General ,,,30,0,Commissioner of the General Land Office,Jay Kleberg,DEM,6,65,71,28
Palo Pinto County,11/8/2022,General ,,,30,0,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,3,3,0
Palo Pinto County,11/8/2022,General ,,,30,0,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,30,0,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
Palo Pinto County,11/8/2022,General ,,,30,0,Commissioner of Agriculture,Sid Miller,REP,11,121,132,79
Palo Pinto County,11/8/2022,General ,,,30,0,Commissioner of Agriculture,Susan Hays,DEM,6,66,72,33
Palo Pinto County,11/8/2022,General ,,,30,0,Railroad Commissioner,Wayne Christian,REP,11,122,133,80
Palo Pinto County,11/8/2022,General ,,,30,0,Railroad Commissioner,Luke Warford,DEM,6,58,64,27
Palo Pinto County,11/8/2022,General ,,,30,0,Railroad Commissioner,Jaime Andres Diez,LIB,0,2,2,5
Palo Pinto County,11/8/2022,General ,,,30,0,Railroad Commissioner,Hunter Wayne Crow,GRN,0,5,5,0
Palo Pinto County,11/8/2022,General ,,,30,0,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,11,124,135,78
Palo Pinto County,11/8/2022,General ,,,30,0,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,6,63,69,29
Palo Pinto County,11/8/2022,General ,,,30,0,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,3,3,4
Palo Pinto County,11/8/2022,General ,,,30,0,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,11,122,133,81
Palo Pinto County,11/8/2022,General ,,,30,0,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,6,67,73,30
Palo Pinto County,11/8/2022,General ,,,30,0,"Justice, Supreme Court, Place 9",Evan Young,REP,11,122,133,79
Palo Pinto County,11/8/2022,General ,,,30,0,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,6,67,73,31
Palo Pinto County,11/8/2022,General ,,,30,0,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,11,121,132,77
Palo Pinto County,11/8/2022,General ,,,30,0,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,6,69,75,33
Palo Pinto County,11/8/2022,General ,,,30,0,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,11,122,133,78
Palo Pinto County,11/8/2022,General ,,,30,0,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,6,68,74,31
Palo Pinto County,11/8/2022,General ,,,30,0,"Member, State Board of Education, District No. 14",Evelyn Brooks,REP,11,123,134,76
Palo Pinto County,11/8/2022,General ,,,30,0,"Member, State Board of Education, District No. 14",Tracy Fisher,DEM,6,67,73,31
Palo Pinto County,11/8/2022,General ,,,30,0,"Justice of the Peace, Precinct No. 5",Tisha Lemley Bien,REP,12,130,142,75
Palo Pinto County,11/8/2022,General ,,,30,0,"Justice of the Peace, Precinct No. 5",Luis Rodriguez,DEM,5,59,64,35
