political_subdivision,election_date,election_name,total prov ballots,total prov counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
San Patricio County,11/8/2022,General Election,,,108,65,"Justice, Supreme Court, Place 9",Evan Young,Rep,24,9
San Patricio County,11/8/2022,General Election,,,108,65,"Justice, Supreme Court, Place 9",Julia Maldonado,Dem,7,1
San Patricio County,11/8/2022,General Election,,,108,65,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,Rep,24,9
San Patricio County,11/8/2022,General Election,,,108,65,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,Dem,7,2
San Patricio County,11/8/2022,General Election,,,108,65,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",Rep,25,9
San Patricio County,11/8/2022,General Election,,,108,65,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,Dem,6,2
San Patricio County,11/8/2022,General Election,,,108,65,"Member, State Board of Education, District No. 2",LJ Francis,Rep,21,10
San Patricio County,11/8/2022,General Election,,,108,65,"Member, State Board of Education, District No. 2",Victor Perez,Dem,8,1
San Patricio County,11/8/2022,General Election,,,108,65,"State Senator, District No. 27",Adam Hinojosa,Rep,23,10
San Patricio County,11/8/2022,General Election,,,108,65,"State Senator, District No. 27",Morgan Lamantia,Dem,8,1
San Patricio County,11/8/2022,General Election,,,108,65,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,Rep,24,10
San Patricio County,11/8/2022,General Election,,,108,65,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,Dem,7,1
San Patricio County,11/8/2022,General Election,,,108,65,County Judge,David Krebs,Rep,21,9
San Patricio County,11/8/2022,General Election,,,108,65,County Judge,Rudy Davila,Dem,7,1
San Patricio County,11/8/2022,General Election,,,108,65,County Treasurer,Denise Janak,Rep,21,9
San Patricio County,11/8/2022,General Election,,,108,65,County Treasurer,Leticia Garcia,Dem,7,2
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"United States Representative, District No. 27",Michael Cloud,Rep,814,429
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"United States Representative, District No. 27","Maclovio Perez, Jr.",Dem,337,180
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Governor,Greg Abbott,Rep,809,424
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Governor,Beto O'Rourke,Dem,332,181
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Governor,Mark Tippetts,Lib,13,3
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Governor,Delilah Barrios,Grn,2,3
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Governor,Jacqueline Abernathy,,0,0
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Governor,Mark V. Goloby,,0,0
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Governor,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Governor,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Lieutenant Governor,Dan Patrick,Rep,795,423
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Lieutenant Governor,Mike Collier,Dem,327,168
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Lieutenant Governor,Shanna Steele,Lib,27,17
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Attorney General,Ken Paxton,Rep,784,423
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Attorney General,Rochelle Mercedes Garza,Dem,340,174
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Attorney General,Mark Ash,Lib,26,11
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Comptroller of Public Accounts,Glenn Hegar,Rep,816,424
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Comptroller of Public Accounts,Janet T. Dudding,Dem,303,165
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,Lib,29,14
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Commissioner of the General Land Office,Dawn Buckingham,Rep,786,415
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Commissioner of the General Land Office,Jay Kleberg,Dem,355,177
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Commissioner of the General Land Office,"Alfred Molison, Jr.",Grn,5,8
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Commissioner of the General Land Office,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Commissioner of the General Land Office,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Commissioner of Agriculture,Sid Miller,Rep,807,423
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Commissioner of Agriculture,Susan Hays,Dem,339,180
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Railroad Commissioner,Wayne Christian,Rep,795,418
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Railroad Commissioner,Luke Warford,Dem,311,155
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Railroad Commissioner,Jaime Andres Diez,Lib,34,16
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,Railroad Commissioner,Hunter Wayne Crow,Grn,8,10
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Justice, Supreme Court, Place 3",Debra Lehrmann,Rep,810,425
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Justice, Supreme Court, Place 3",Erin A. Nowell,Dem,320,171
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,Lib,20,8
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Justice, Supreme Court, Place 5",Rebeca Huddle,Rep,818,433
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Justice, Supreme Court, Place 5",Amanda Reichek,Dem,332,171
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Justice, Supreme Court, Place 9",Evan Young,Rep,820,424
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Justice, Supreme Court, Place 9",Julia Maldonado,Dem,327,181
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,Rep,812,429
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,Dem,332,171
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",Rep,821,435
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,Dem,322,164
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Member, State Board of Education, District No. 2",LJ Francis,Rep,810,429
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Member, State Board of Education, District No. 2",Victor Perez,Dem,335,170
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"State Senator, District No. 27",Adam Hinojosa,Rep,820,441
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"State Senator, District No. 27",Morgan Lamantia,Dem,328,159
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,Rep,805,430
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,Dem,334,170
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,County Judge,David Krebs,Rep,832,439
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,County Judge,Rudy Davila,Dem,308,159
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,County Treasurer,Denise Janak,Rep,826,427
San Patricio County,11/8/2022,General Election,,,108-G-P ISD,3917,County Treasurer,Leticia Garcia,Dem,316,172
San Patricio County,11/8/2022,General Election,,,109,3109,"United States Representative, District No. 27",Michael Cloud,Rep,495,419
San Patricio County,11/8/2022,General Election,,,109,3109,"United States Representative, District No. 27","Maclovio Perez, Jr.",Dem,188,111
San Patricio County,11/8/2022,General Election,,,109,3109,Governor,Greg Abbott,Rep,491,416
San Patricio County,11/8/2022,General Election,,,109,3109,Governor,Beto O'Rourke,Dem,188,109
San Patricio County,11/8/2022,General Election,,,109,3109,Governor,Mark Tippetts,Lib,3,6
San Patricio County,11/8/2022,General Election,,,109,3109,Governor,Delilah Barrios,Grn,2,4
San Patricio County,11/8/2022,General Election,,,109,3109,Governor,Jacqueline Abernathy,,0,0
San Patricio County,11/8/2022,General Election,,,109,3109,Governor,Mark V. Goloby,,0,0
San Patricio County,11/8/2022,General Election,,,109,3109,Governor,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,109,3109,Governor,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,109,3109,Lieutenant Governor,Dan Patrick,Rep,481,410
San Patricio County,11/8/2022,General Election,,,109,3109,Lieutenant Governor,Mike Collier,Dem,185,109
San Patricio County,11/8/2022,General Election,,,109,3109,Lieutenant Governor,Shanna Steele,Lib,16,13
San Patricio County,11/8/2022,General Election,,,109,3109,Attorney General,Ken Paxton,Rep,478,413
San Patricio County,11/8/2022,General Election,,,109,3109,Attorney General,Rochelle Mercedes Garza,Dem,188,104
San Patricio County,11/8/2022,General Election,,,109,3109,Attorney General,Mark Ash,Lib,13,12
San Patricio County,11/8/2022,General Election,,,109,3109,Comptroller of Public Accounts,Glenn Hegar,Rep,490,412
San Patricio County,11/8/2022,General Election,,,109,3109,Comptroller of Public Accounts,Janet T. Dudding,Dem,177,100
San Patricio County,11/8/2022,General Election,,,109,3109,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,Lib,10,13
San Patricio County,11/8/2022,General Election,,,109,3109,Commissioner of the General Land Office,Dawn Buckingham,Rep,472,398
San Patricio County,11/8/2022,General Election,,,109,3109,Commissioner of the General Land Office,Jay Kleberg,Dem,194,118
San Patricio County,11/8/2022,General Election,,,109,3109,Commissioner of the General Land Office,"Alfred Molison, Jr.",Grn,10,12
San Patricio County,11/8/2022,General Election,,,109,3109,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
San Patricio County,11/8/2022,General Election,,,109,3109,Commissioner of the General Land Office,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,109,3109,Commissioner of the General Land Office,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,109,3109,Commissioner of Agriculture,Sid Miller,Rep,488,420
San Patricio County,11/8/2022,General Election,,,109,3109,Commissioner of Agriculture,Susan Hays,Dem,186,107
San Patricio County,11/8/2022,General Election,,,109,3109,Railroad Commissioner,Wayne Christian,Rep,488,407
San Patricio County,11/8/2022,General Election,,,109,3109,Railroad Commissioner,Luke Warford,Dem,172,94
San Patricio County,11/8/2022,General Election,,,109,3109,Railroad Commissioner,Jaime Andres Diez,Lib,9,19
San Patricio County,11/8/2022,General Election,,,109,3109,Railroad Commissioner,Hunter Wayne Crow,Grn,6,7
San Patricio County,11/8/2022,General Election,,,109,3109,"Justice, Supreme Court, Place 3",Debra Lehrmann,Rep,488,410
San Patricio County,11/8/2022,General Election,,,109,3109,"Justice, Supreme Court, Place 3",Erin A. Nowell,Dem,180,105
San Patricio County,11/8/2022,General Election,,,109,3109,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,Lib,12,14
San Patricio County,11/8/2022,General Election,,,109,3109,"Justice, Supreme Court, Place 5",Rebeca Huddle,Rep,490,419
San Patricio County,11/8/2022,General Election,,,109,3109,"Justice, Supreme Court, Place 5",Amanda Reichek,Dem,186,111
San Patricio County,11/8/2022,General Election,,,109,3109,"Justice, Supreme Court, Place 9",Evan Young,Rep,488,408
San Patricio County,11/8/2022,General Election,,,109,3109,"Justice, Supreme Court, Place 9",Julia Maldonado,Dem,188,119
San Patricio County,11/8/2022,General Election,,,109,3109,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,Rep,493,417
San Patricio County,11/8/2022,General Election,,,109,3109,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,Dem,184,113
San Patricio County,11/8/2022,General Election,,,109,3109,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",Rep,488,415
San Patricio County,11/8/2022,General Election,,,109,3109,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,Dem,183,112
San Patricio County,11/8/2022,General Election,,,109,3109,"Member, State Board of Education, District No. 2",LJ Francis,Rep,483,412
San Patricio County,11/8/2022,General Election,,,109,3109,"Member, State Board of Education, District No. 2",Victor Perez,Dem,187,115
San Patricio County,11/8/2022,General Election,,,109,3109,"State Senator, District No. 27",Adam Hinojosa,Rep,494,422
San Patricio County,11/8/2022,General Election,,,109,3109,"State Senator, District No. 27",Morgan Lamantia,Dem,181,106
San Patricio County,11/8/2022,General Election,,,109,3109,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,Rep,480,416
San Patricio County,11/8/2022,General Election,,,109,3109,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,Dem,191,111
San Patricio County,11/8/2022,General Election,,,109,3109,County Judge,David Krebs,Rep,493,419
San Patricio County,11/8/2022,General Election,,,109,3109,County Judge,Rudy Davila,Dem,180,110
San Patricio County,11/8/2022,General Election,,,109,3109,County Treasurer,Denise Janak,Rep,497,417
San Patricio County,11/8/2022,General Election,,,109,3109,County Treasurer,Leticia Garcia,Dem,179,113
San Patricio County,11/8/2022,General Election,,,110,258,"United States Representative, District No. 27",Michael Cloud,Rep,70,39
San Patricio County,11/8/2022,General Election,,,110,258,"United States Representative, District No. 27","Maclovio Perez, Jr.",Dem,13,14
San Patricio County,11/8/2022,General Election,,,110,258,Governor,Greg Abbott,Rep,74,41
San Patricio County,11/8/2022,General Election,,,110,258,Governor,Beto O'Rourke,Dem,8,13
San Patricio County,11/8/2022,General Election,,,110,258,Governor,Mark Tippetts,Lib,0,1
San Patricio County,11/8/2022,General Election,,,110,258,Governor,Delilah Barrios,Grn,0,0
San Patricio County,11/8/2022,General Election,,,110,258,Governor,Jacqueline Abernathy,,0,0
San Patricio County,11/8/2022,General Election,,,110,258,Governor,Mark V. Goloby,,0,0
San Patricio County,11/8/2022,General Election,,,110,258,Governor,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,110,258,Governor,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,110,258,Lieutenant Governor,Dan Patrick,Rep,74,38
San Patricio County,11/8/2022,General Election,,,110,258,Lieutenant Governor,Mike Collier,Dem,10,13
San Patricio County,11/8/2022,General Election,,,110,258,Lieutenant Governor,Shanna Steele,Lib,0,0
San Patricio County,11/8/2022,General Election,,,110,258,Attorney General,Ken Paxton,Rep,72,36
San Patricio County,11/8/2022,General Election,,,110,258,Attorney General,Rochelle Mercedes Garza,Dem,12,14
San Patricio County,11/8/2022,General Election,,,110,258,Attorney General,Mark Ash,Lib,1,1
San Patricio County,11/8/2022,General Election,,,110,258,Comptroller of Public Accounts,Glenn Hegar,Rep,74,39
San Patricio County,11/8/2022,General Election,,,110,258,Comptroller of Public Accounts,Janet T. Dudding,Dem,10,11
San Patricio County,11/8/2022,General Election,,,110,258,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,Lib,0,0
San Patricio County,11/8/2022,General Election,,,110,258,Commissioner of the General Land Office,Dawn Buckingham,Rep,74,34
San Patricio County,11/8/2022,General Election,,,110,258,Commissioner of the General Land Office,Jay Kleberg,Dem,9,17
San Patricio County,11/8/2022,General Election,,,110,258,Commissioner of the General Land Office,"Alfred Molison, Jr.",Grn,0,0
San Patricio County,11/8/2022,General Election,,,110,258,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
San Patricio County,11/8/2022,General Election,,,110,258,Commissioner of the General Land Office,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,110,258,Commissioner of the General Land Office,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,110,258,Commissioner of Agriculture,Sid Miller,Rep,74,37
San Patricio County,11/8/2022,General Election,,,110,258,Commissioner of Agriculture,Susan Hays,Dem,10,14
San Patricio County,11/8/2022,General Election,,,110,258,Railroad Commissioner,Wayne Christian,Rep,72,36
San Patricio County,11/8/2022,General Election,,,110,258,Railroad Commissioner,Luke Warford,Dem,7,12
San Patricio County,11/8/2022,General Election,,,110,258,Railroad Commissioner,Jaime Andres Diez,Lib,5,3
San Patricio County,11/8/2022,General Election,,,110,258,Railroad Commissioner,Hunter Wayne Crow,Grn,0,0
San Patricio County,11/8/2022,General Election,,,110,258,"Justice, Supreme Court, Place 3",Debra Lehrmann,Rep,71,39
San Patricio County,11/8/2022,General Election,,,110,258,"Justice, Supreme Court, Place 3",Erin A. Nowell,Dem,11,13
San Patricio County,11/8/2022,General Election,,,110,258,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,Lib,2,0
San Patricio County,11/8/2022,General Election,,,110,258,"Justice, Supreme Court, Place 5",Rebeca Huddle,Rep,74,38
San Patricio County,11/8/2022,General Election,,,110,258,"Justice, Supreme Court, Place 5",Amanda Reichek,Dem,9,13
San Patricio County,11/8/2022,General Election,,,110,258,"Justice, Supreme Court, Place 9",Evan Young,Rep,70,36
San Patricio County,11/8/2022,General Election,,,110,258,"Justice, Supreme Court, Place 9",Julia Maldonado,Dem,13,15
San Patricio County,11/8/2022,General Election,,,110,258,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,Rep,74,40
San Patricio County,11/8/2022,General Election,,,110,258,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,Dem,9,12
San Patricio County,11/8/2022,General Election,,,110,258,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",Rep,74,37
San Patricio County,11/8/2022,General Election,,,110,258,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,Dem,10,15
San Patricio County,11/8/2022,General Election,,,110,258,"Member, State Board of Education, District No. 2",LJ Francis,Rep,72,37
San Patricio County,11/8/2022,General Election,,,110,258,"Member, State Board of Education, District No. 2",Victor Perez,Dem,12,14
San Patricio County,11/8/2022,General Election,,,110,258,"State Senator, District No. 27",Adam Hinojosa,Rep,74,38
San Patricio County,11/8/2022,General Election,,,110,258,"State Senator, District No. 27",Morgan Lamantia,Dem,9,15
San Patricio County,11/8/2022,General Election,,,110,258,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,Rep,73,39
San Patricio County,11/8/2022,General Election,,,110,258,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,Dem,10,15
San Patricio County,11/8/2022,General Election,,,110,258,County Judge,David Krebs,Rep,71,36
San Patricio County,11/8/2022,General Election,,,110,258,County Judge,Rudy Davila,Dem,13,16
San Patricio County,11/8/2022,General Election,,,110,258,County Treasurer,Denise Janak,Rep,72,39
San Patricio County,11/8/2022,General Election,,,110,258,County Treasurer,Leticia Garcia,Dem,13,14
San Patricio County,11/8/2022,General Election,,,110,258,"Justice of the Peace, Precinct No. 8",Leslie Pullin,Rep,70,35
San Patricio County,11/8/2022,General Election,,,110,258,"Justice of the Peace, Precinct No. 8",Elvia Hernandez,Dem,15,18
San Patricio County,11/8/2022,General Election,,,110-W1,223,"United States Representative, District No. 27",Michael Cloud,Rep,11,13
San Patricio County,11/8/2022,General Election,,,110-W1,223,"United States Representative, District No. 27","Maclovio Perez, Jr.",Dem,28,15
San Patricio County,11/8/2022,General Election,,,110-W1,223,Governor,Greg Abbott,Rep,11,16
San Patricio County,11/8/2022,General Election,,,110-W1,223,Governor,Beto O'Rourke,Dem,25,13
San Patricio County,11/8/2022,General Election,,,110-W1,223,Governor,Mark Tippetts,Lib,2,1
San Patricio County,11/8/2022,General Election,,,110-W1,223,Governor,Delilah Barrios,Grn,1,0
San Patricio County,11/8/2022,General Election,,,110-W1,223,Governor,Jacqueline Abernathy,,0,0
San Patricio County,11/8/2022,General Election,,,110-W1,223,Governor,Mark V. Goloby,,0,0
San Patricio County,11/8/2022,General Election,,,110-W1,223,Governor,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,110-W1,223,Governor,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,110-W1,223,Lieutenant Governor,Dan Patrick,Rep,11,15
San Patricio County,11/8/2022,General Election,,,110-W1,223,Lieutenant Governor,Mike Collier,Dem,23,10
San Patricio County,11/8/2022,General Election,,,110-W1,223,Lieutenant Governor,Shanna Steele,Lib,3,2
San Patricio County,11/8/2022,General Election,,,110-W1,223,Attorney General,Ken Paxton,Rep,12,12
San Patricio County,11/8/2022,General Election,,,110-W1,223,Attorney General,Rochelle Mercedes Garza,Dem,24,14
San Patricio County,11/8/2022,General Election,,,110-W1,223,Attorney General,Mark Ash,Lib,2,2
San Patricio County,11/8/2022,General Election,,,110-W1,223,Comptroller of Public Accounts,Glenn Hegar,Rep,12,11
San Patricio County,11/8/2022,General Election,,,110-W1,223,Comptroller of Public Accounts,Janet T. Dudding,Dem,23,13
San Patricio County,11/8/2022,General Election,,,110-W1,223,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,Lib,3,3
San Patricio County,11/8/2022,General Election,,,110-W1,223,Commissioner of the General Land Office,Dawn Buckingham,Rep,12,13
San Patricio County,11/8/2022,General Election,,,110-W1,223,Commissioner of the General Land Office,Jay Kleberg,Dem,23,13
San Patricio County,11/8/2022,General Election,,,110-W1,223,Commissioner of the General Land Office,"Alfred Molison, Jr.",Grn,2,2
San Patricio County,11/8/2022,General Election,,,110-W1,223,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
San Patricio County,11/8/2022,General Election,,,110-W1,223,Commissioner of the General Land Office,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,110-W1,223,Commissioner of the General Land Office,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,110-W1,223,Commissioner of Agriculture,Sid Miller,Rep,12,11
San Patricio County,11/8/2022,General Election,,,110-W1,223,Commissioner of Agriculture,Susan Hays,Dem,25,14
San Patricio County,11/8/2022,General Election,,,110-W1,223,Railroad Commissioner,Wayne Christian,Rep,12,15
San Patricio County,11/8/2022,General Election,,,110-W1,223,Railroad Commissioner,Luke Warford,Dem,20,9
San Patricio County,11/8/2022,General Election,,,110-W1,223,Railroad Commissioner,Jaime Andres Diez,Lib,4,2
San Patricio County,11/8/2022,General Election,,,110-W1,223,Railroad Commissioner,Hunter Wayne Crow,Grn,1,0
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Justice, Supreme Court, Place 3",Debra Lehrmann,Rep,12,14
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Justice, Supreme Court, Place 3",Erin A. Nowell,Dem,22,11
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,Lib,3,1
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Justice, Supreme Court, Place 5",Rebeca Huddle,Rep,12,13
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Justice, Supreme Court, Place 5",Amanda Reichek,Dem,24,12
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Justice, Supreme Court, Place 9",Evan Young,Rep,12,13
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Justice, Supreme Court, Place 9",Julia Maldonado,Dem,24,15
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,Rep,12,13
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,Dem,25,14
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",Rep,13,13
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,Dem,23,13
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Member, State Board of Education, District No. 2",LJ Francis,Rep,11,13
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Member, State Board of Education, District No. 2",Victor Perez,Dem,25,15
San Patricio County,11/8/2022,General Election,,,110-W1,223,"State Senator, District No. 27",Adam Hinojosa,Rep,15,15
San Patricio County,11/8/2022,General Election,,,110-W1,223,"State Senator, District No. 27",Morgan Lamantia,Dem,22,12
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,Rep,13,13
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,Dem,23,14
San Patricio County,11/8/2022,General Election,,,110-W1,223,County Judge,David Krebs,Rep,13,17
San Patricio County,11/8/2022,General Election,,,110-W1,223,County Judge,Rudy Davila,Dem,24,12
San Patricio County,11/8/2022,General Election,,,110-W1,223,County Treasurer,Denise Janak,Rep,12,17
San Patricio County,11/8/2022,General Election,,,110-W1,223,County Treasurer,Leticia Garcia,Dem,25,11
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Justice of the Peace, Precinct No. 8",Leslie Pullin,Rep,18,10
San Patricio County,11/8/2022,General Election,,,110-W1,223,"Justice of the Peace, Precinct No. 8",Elvia Hernandez,Dem,20,20
San Patricio County,11/8/2022,General Election,,,110-W2,1192,"United States Representative, District No. 27",Michael Cloud,Rep,123,95
San Patricio County,11/8/2022,General Election,,,110-W2,1192,"United States Representative, District No. 27","Maclovio Perez, Jr.",Dem,129,95
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Governor,Greg Abbott,Rep,122,107
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Governor,Beto O'Rourke,Dem,130,86
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Governor,Mark Tippetts,Lib,0,1
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Governor,Delilah Barrios,Grn,2,0
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Governor,Jacqueline Abernathy,,0,0
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Governor,Mark V. Goloby,,0,0
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Governor,Rejected write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Governor,Unassigned write-ins,,0,0
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Lieutenant Governor,Dan Patrick,Rep,120,104
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Lieutenant Governor,Mike Collier,Dem,127,77
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Lieutenant Governor,Shanna Steele,Lib,3,4
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Attorney General,Ken Paxton,Rep,115,100
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Attorney General,Rochelle Mercedes Garza,Dem,136,86
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Attorney General,Mark Ash,Lib,2,1
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Comptroller of Public Accounts,Glenn Hegar,Rep,116,99
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Comptroller of Public Accounts,Janet T. Dudding,Dem,127,77
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,Lib,9,7
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Commissioner of the General Land Office,Dawn Buckingham,Rep,111,98
San Patricio County,11/8/2022,General Election,,,110-W2,1192,Commissioner of the General Land Office,Jay Kleberg,Dem,138,83
